utterance,topic_id,topic_label,is_new_topic
where do i report an issue making a payment?,1,Payment Problems & Reporting,False
"I have a problem when trying to pay for my online order, what do I have to do to inform of it?",46,Online Payment Issues,True
"I'm happy with the service, help me submit a comment",11,Customer Reviews and Feedback,False
"I lost my bill, ohw do I check it?",40,Missing Bill Access & Viewing,False
help me leave an opinion for a service,11,Customer Reviews and Feedback,False
ask an agent how i could solve payment problems,7,Payment & Account Issues,False
can u give me information about the mail address to contact Customer Service?,14,Customer Support Contact Info,False
"I forgot my password, what do I have to do to recover it?",12,Password Recovery & Account Access,False
"I got an error message when I tried to pay, but I was charged anyway, help me notify it",41,Profile Deletion Request,False
I need a user account and I want to create one,2,Account Creation Problems,False
where can I lodge a complaint?,27,Consumer Complaint Submission,False
"I have no user account, what should I do?",2,Account Creation Problems,False
I want to know how to obtain some bills,6,Missing or Lost Bills,False
"I have an issue paying for my order, I need help notifying it",15,Online Payment Problems,False
i need help registering,2,Account Creation Problems,False
"i want information, can u call fucking customer support?",20,Customer Support & Contact,False
"I lost my bills, what should I do to view them?",40,Missing Bill Access & Viewing,False
I want a user account and I want to open one,2,Account Creation Problems,False
i want toknow if i can request some invoices,3,Missing Invoices & Download Issues,False
ask an gaent how i can report a problem with my payment,1,Payment Problems & Reporting,False
"I get an error when I try to pay for my order, what can I do?",36,Order Placement Errors,False
id like to solve issues making a payment,1,Payment Problems & Reporting,False
"I have an issue when trying to pay with card, can I report it?",45,Card Payment Issues,True
I had a problem while creating an account,2,Account Creation Problems,False
"I want to use my other user account, help me switch them",38,Account Switching and Preferences,False
can you tell me if I can create several profiles with the same email?,25,Multiple Account Management,False
can you tell me the number of Client Service?,20,Customer Support & Contact,False
"my user account's been hacked, what should I do?",33,Email & Contact Information,False
"you're not helping, I need help speaking with someone",9,Human Interaction Support,False
"i can't find my invoice, what should i do to view it?",3,Missing Invoices & Download Issues,False
tell me how to request a bill,6,Missing or Lost Bills,False
"I want a user account, what should I do to open one?",2,Account Creation Problems,False
where do I see the caqncellation fees?,19,Cancellation Fees and Penalties,False
where can I remove my account?,8,Account Deletion & Cancellation,False
tell me if I can have several profiles,25,Multiple Account Management,False
"I want to track my delivery, can you tell me where to do it?",43,Delivery Tracking,True
I want to ask for information about getting some bills,6,Missing or Lost Bills,False
where to change to another user account,38,Account Switching and Preferences,False
"i want to solve an payment issue, whazt can i do?",1,Payment Problems & Reporting,False
"I want to check my shipment, can you tell me where I can do it?",0,Package Tracking & Delivery Status,False
"I have an isue paying with card, how do I notify it?",45,Card Payment Issues,True
"I bought something, what should I do to modify my purchase?",5,Order Modifications & Changes,False
"I do not have a fucking shipping address, how could I set it up?",32,Shipping Address Management,False
"I got an error message when I attempted to pay, but I was charged anyway, I need help notifying it",41,Profile Deletion Request,False
i have a problem making a payment and i want to notify it,1,Payment Problems & Reporting,False
can I own several accounts?,13,Account Creation & Management,False
can you tell me the email of Customer Service?,14,Customer Support Contact Info,False
"the game was postponed, how can I get a refund?",10,Event Cancellation and Refunds,False
tell me what the email address of Customer Service is,14,Customer Support Contact Info,False
"i dont want my profole, cancel it",8,Account Deletion & Cancellation,False
how to check my orders,0,Package Tracking & Delivery Status,False
ask an agent where to file aconsumer complaint for a service,-1,Outlier/Noise,False
"please, could u ask an agent how to ese the fucking status of my refund?",4,Refund & Reimbursement Policy,False
I want to know what the free no to contact Customer Service is,20,Customer Support & Contact,False
I purchased an item and I want to modify my order,5,Order Modifications & Changes,False
send me a bill,6,Missing or Lost Bills,False
how to viwe your refund policy,39,Refund Policy Information,False
you aren't helping and I want to speak with a fucking human agent,24,Customer Support & Communication,False
"I changed ym mind, can you cancel my account?",42,Account Cancellation,False
how do I check the cancellation penalties?,49,Cancellation Penalties,True
"I want to check the status of my refund, can you help me ?",39,Refund Policy Information,False
