utterance,category
"I lost my account password, what can I do to retrieve it?",ACCOUNT
i changed my mind and i wanna remove my profile,ACCOUNT
I want to know how to track my shipment,ORDER
how do I contact a human?,CONTACT
I want information about requesting some invoices,INVOICES
"I have a problem paying with card, can I report it?",PAYMENT
"I purchased something, I need help modifying my purchase",ORDER
can i create two user accounts with the same email?,ACCOUNT
"i lost my password, what can i do?",ACCOUNT
"I changed my mind, can I remove my profile?",ACCOUNT
can you tell me if my shipment is on its way?,ORDER
where to inform of an issue with my payment,PAYMENT
"I don't want my profile, how do I remove it?",ACCOUNT
ohw do I view your money back policy ?,REFUNDS
"I want information, help me talk to Client Service",CONTACT
I want to request information about downloading somefucking bills,INVOICES
is it possible to see some invoices?,INVOICES
i want information and i wanna call client service,CONTACT
"the game was postponed, what can I do?",REFUNDS
I want to notify issues with my payment,PAYMENT
I want information about downloading a bill,INVOICES
i wanna change to another user account,ACCOUNT
"you arent helping, can u speak with a human?",CONTACT
"i need information, how do i talk to customer support?",CONTACT
I want to see the free number to contact Customer Service,CONTACT
"please, i would like to get information about downloading a fucking bill",INVOICES
"I don't have an online account, what do I have to do to register?",ACCOUNT
how to see your money back policy,REFUNDS
"I get an error message when I try to make a payment with card, can you help me?",PAYMENT
I want to see the delivery options,DELIVERY
"I don't like the service, how can I lodge a consumer complaint?",FEEDBACK
ask an agent to reset my account password,ACCOUNT
I want to see the phone number to contact Client Service,CONTACT
I want an account and I want to open one,ACCOUNT
"I have a problem making a payment, inform of it, please",PAYMENT
can I report issues paiyng?,PAYMENT
"i got an error when i attempted to make a payment, but my card was charged anyway, what should i do to inform of it?",PAYMENT
how to notify a paymnet problem,PAYMENT
i would like to get information about subscribing to the fucking newsletter,NEWSLETTER
I had a problem whlie creating a profile,ACCOUNT
"I want to inform of an issue paying, can you help me?",PAYMENT
"i want to report a problem paying, can u help me?",PAYMENT
tell me if I can register two profiles with the same email address,ACCOUNT
"you aren't helping, how do I speak with a human ?",CONTACT
"I got an error message when I attempted to pay, but I was charged anyway, notify it",PAYMENT
"I got an error message when I tried to pay, but I was charged anyway, help me inform of it",PAYMENT
"I want to make a review, what can I do?",FEEDBACK
"could you ask an agent to edit the information on my profile, please?",ACCOUNT
"please, could you ask an agent how I could view my fucking bill?",INVOICES
"I changed my mind, cancle my user account",ACCOUNT
how to speak with a fucking human agent,CONTACT
I want to know what the frere number of Customer Service is,CONTACT
"I ordered an item, how can i modify my order?",ORDER
"you arent helping, help me contact a human agent",CONTACT
I'm interested in your refund policy and I wantinformation about it,REFUNDS
"I'm discontent with the service, can you file a fucking complaint, please?",FEEDBACK
how to set up my shipping address,SHIPPING
check the cancellation penalty,CANCELLATION_FEE
where do I lodge a consumer complaint?,FEEDBACK
"an error message pops when I try to pay for my order, can you help me?",PAYMENT
i need heop checking the delivery options,DELIVERY
I wanna know how to obtain some invoices,INVOICES
"I've got no online account, register",ACCOUNT
where could I view your money back policy?,REFUNDS
i ordered a product and i would like to modify my order,ORDER
"the game was postponed, what do I have to do to request a reimbursement?",REFUNDS
tell me when my ticket will arrive,DELIVERY
can you tell me what the email of the Customer Service is?,CONTACT
I need help leaving an opinion for a esrvce,FEEDBACK
"could you tell me if my shipment is on its way, please ?",ORDER
I want to know if I can create more than one online account with a single email address,ACCOUNT
"I have a problem paying for my online order, how can I notify it?",PAYMENT
"I have an issue making a payment with card, what should I do to report it?",PAYMENT
ask an agent how to get a refund,REFUNDS
"im happy with the service, i need help maikng a comment",FEEDBACK
I have an issue ayign for my order,PAYMENT
"I want to get an invoice, can you tell mewhere to do it?",INVOICES
tell me if I can create more than one account with the same email address,ACCOUNT
"you're not helping, how do I talk to someone?",CONTACT
"i want to see the acncellation penalty, what should i do?",CANCELLATION_FEE
"I want to check my order, can you tell me how I can do it?",ORDER
I need help checking the status off my reimbursement,REFUNDS
where do I see the delivery optinos?,DELIVERY
can you give me information about the options for delivery?,DELIVERY
can you tell me how to check my delivery?,ORDER
"I have an issue paying for my online order, inform of it",PAYMENT
"i have a problem when trying to make a payment with card, can i notify it?",PAYMENT
i want to know how to nodify my order,ORDER
show me your paymebt methods,PAYMENT
could u ask an agent how i can check the ticket delivery options?,DELIVERY
"I want to see your refund policy, can you help me?",REFUNDS
can I contact Custoer Service?,CONTACT
"i got an error message when i tried to pay, but i was charged anyway, i need help notifying it",PAYMENT
where do i see the options for delivery?,DELIVERY
Iwant to know when my ticket will arrive,DELIVERY
what are the cancellation fees?,CANCELLATION_FEE
can u check my orders?,ORDER
"my user account was hacked, how do I get it back?",ACCOUNT
"i want to lodge a comment, can u help me?",FEEDBACK
"the concert was postponed, how do i request a refund?",REFUNDS
"ask an agent to notify a payment issue, please",PAYMENT
an error pops when I try to make an payment with card,PAYMENT
I need help seeing the options for delivery,DELIVERY
"please, can you ask an agent how to report issues with my payment?",PAYMENT
ask an agent how i can call customer support,CONTACT
help me check my packages,ORDER
"the concert was cancelled, what do i have to do to request a reimbursement?",REFUNDS
"I want to use my other user account, can I change them?",ACCOUNT
where to check the ticket delivery options,DELIVERY
"please, ask an agent how to remove my fucking account",ACCOUNT
can u ask an agent for information about their money back policy?,REFUNDS
"the concert was cancelled, request a refund, please",REFUNDS
what information can you tell me about seeing some bills?,INVOICES
"I have a problm when trying to pay with card, what can I do?",PAYMENT
how can I close my account?,ACCOUNT
"I'd like to report a problem paying, could you help me?",PAYMENT
"my account was hacked, get it back",ACCOUNT
"I'd like to file a fucking consumer complaint for a service, what should I do?",FEEDBACK
"I have an issue when trying to make a payment with card, what should I do?",PAYMENT
"I want to delete my online account, how can I do it?",ACCOUNT
"I want to get a reimbursement, what should I do?",REFUNDS
"I don't understand you, how can I speak with a human agent?",CONTACT
"the game was cancelled, could i obtain a reimbursement?",REFUNDS
ask an agent where to open a online account,ACCOUNT
how can I request an invoice?,INVOICES
can u ask an agent how to switch to another profile?,ACCOUNT
help me inform of payment issues,PAYMENT
help me receive a refund,REFUNDS
I want to see the mail to contact Customer Support,CONTACT
"my user account was hacked, how can I get it back?",ACCOUNT
I want information about downloading some invoices,INVOICES
"I made a mistake, how do I modify my order?",ORDER
"I got an error when I tried to pay, but I was charged anyway and I want to inform of it",PAYMENT
"the concert was canceloed, what should I do to get a reimbursement?",REFUNDS
