flags,utterance,category,intent
BLQC,I want information and I want to call Client Service,CONTACT,contact_customer_service
BILQC,"I want to cancel my user account, where can I do it?",ACCOUNT,delete_account
BILQCZ,"I need an online account, what can I do ?",ACCOUNT,create_account
BILC,"I want to reset my password, what do I have to do?",ACCOUNT,recover_password
BL,tell me how to track my package,ORDER,track_order
BIC,"I lost my password, how can I recover it?",ACCOUNT,recover_password
BILC,"I have a question, how do I speak with Customer Service?",CONTACT,contact_customer_service
BL,where to check my order,ORDER,track_order
BILQC,"I changed my mind, what do I have to do to delete my online account?",ACCOUNT,delete_account
BM,show me the delivery period for my tickets,DELIVERY,delivery_period
BILC,"i want to reset my password, how can i do it?",ACCOUNT,recover_password
BPLDW,"please, ask an agent where I could inform of a fucking payment problem",PAYMENT,payment_issue
BLC,"you aren't helping, talk to a human",CONTACT,contact_human_agent
BIML,can i create more than one profile with the same email address?,ACCOUNT,create_account
BPSLE,"I would like to get information about changing my purchase, please",ORDER,change_order
BLQ,I want to know if I can create several online accounts with a single email,ACCOUNT,create_account
BSL,I need help updating my shipping address,SHIPPING,change_shipping_address
BIC,"I don't have an account, can you create one?",ACCOUNT,create_account
BILQCZ,"i want to solve a problem making a payment , what should i do?",PAYMENT,payment_issue
BILQD,can u ask an agent how to talk to client service?,CONTACT,contact_customer_service
BILQCZ,"the concert was postponed , how can I obtain a reimbursement?",REFUNDS,get_refund
BIMLQD,can you ask an agent if i can check my packages?,ORDER,track_order
BILZ,can I create several online acconuts with the same email address?,ACCOUNT,create_account
BIL,can you show me information about the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BILQ,can i inform of a problem making a payment?,PAYMENT,payment_issue
BIPLD,"can you ask an agent where I can request a refund, please?",REFUNDS,get_refund
BILC,"an error message pops when I attempt to pay with card, can you help me?",PAYMENT,payment_issue
B,the transaction was declined,PAYMENT,payment_issue
BILQC,"i purchased an item, how can I change my order?",ORDER,change_order
BISLQD,can u ask an agent for information about obtaining an invoice?,INVOICES,get_invoice
BL,I want to see the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
BILCZ,"i hve no user account, what do i have to do to open one?",ACCOUNT,create_account
BMSLQ,I wanna ask for information about requesting some bills,INVOICES,get_invoice
BIML,how do I notify issues paying?,PAYMENT,payment_issue
BQ,i wanna know if i can register two accounts with the same email,ACCOUNT,create_account
BILQ,how do i notify a payment problem?,PAYMENT,payment_issue
BLQC,I have no online account and I want to open one,ACCOUNT,create_account
BIPLQDW,"can u ask an agent how i can see their fucking refund policy, please?",REFUNDS,check_refund_policy
BLQW,i wanna know if i can create several fucking user accounts with a single email address,ACCOUNT,create_account
BILQCZ,"the concert was cancelled, can I request areimbursement?",REFUNDS,get_refund
BIPLQD,"please, could u ask an agent where i can register?",ACCOUNT,create_account
BIPLQDWZ,"please, can u ask an agent wheee i can cancel my fucking user account ?",ACCOUNT,delete_account
BILC,"I want to cancel my profile, where can I do it?",ACCOUNT,delete_account
BIPLC,"I'd like to open a user account, can you help me?",ACCOUNT,create_account
BIMSL,what can you tell me about downloading some bills?,INVOICES,get_invoice
BILQ,can you tell me if I can create two accounts with a single email address?,ACCOUNT,create_account
BILCZ,"I got an error when I attempted to pay , but I was charged anyway, what do I have to do to inform of it?",PAYMENT,payment_issue
BILC,"I got an error message when I tried to pay, but my card was charged anyway, can I inform of it?",PAYMENT,payment_issue
BMLZ,tell me how  I cdan see some bills,INVOICES,get_invoice
BILQ,can you tell me what the mail address to contact customer service is?,CONTACT,contact_customer_service
BILC,"I can't remember my account password, what should I do to recover it?",ACCOUNT,recover_password
BILC,"I get an error message when I try to pay with card, what should I do?",PAYMENT,payment_issue
BMSLC,"i lost my invoice, show it",INVOICES,check_invoices
BPLC,"I have no user account, create one, please",ACCOUNT,create_account
BIL,can you tell me the phone number of Client Service?,CONTACT,contact_customer_service
BIPLQ,"I'd like to request an invoice, can you tell me how to do it?",INVOICES,get_invoice
BL,where to notify a problem paying,PAYMENT,payment_issue
BIPQD,can u ask an agent if i could check their refund policy?,REFUNDS,check_refund_policy
BLD,ask an agent to speak with customer support,CONTACT,contact_customer_service
BPLQD,"ask an agent how I could close my online account, please",ACCOUNT,delete_account
BILC,"I got an error when I attempted to make a payment, but I was charged anyway, what do I have to do to notify it?",PAYMENT,payment_issue
BL,information about the mail address of the Client Service,CONTACT,contact_customer_service
BLC,I can't understand you and I want to talk to someone,CONTACT,contact_human_agent
BILC,"I'm discontent with the service, can I lodge a complaint?",FEEDBACK,complaint
BLQC,"I got an error message when I attempted to make a payment, but I was charged anyway, inform of it",PAYMENT,payment_issue
BIQ,can I check the delivery options?,DELIVERY,delivery_options
BIPQD,"could u ask an agent whats the status of my refund, please?",REFUNDS,track_refund
BILQC,"I have a problem paying with card, what can I do to notify it?",PAYMENT,payment_issue
BILQD,can u ask an agent what i can request a reimbursement for?,REFUNDS,get_refund
BIPLDW,"please, can you ask an agent how to get a fucking reimbursement?",REFUNDS,get_refund
BILC,"I'm not happy with the service, what do I have to do to file a consumer complaint?",FEEDBACK,complaint
BLQC,i dont like the service and i wanna file a consumer complaint,FEEDBACK,complaint
BILQC,"I changed my mind, what should I do to cancel my profile?",ACCOUNT,delete_account
BLQC,"I need information, help me call Client Service",CONTACT,contact_customer_service
BLQ,i want to solve a payment problem,PAYMENT,payment_issue
BILQC,"I ordered something, what do I have to do to change my order?",ORDER,change_order
BM,I'm having a problem registering,ACCOUNT,registration_problems
BL,where to inform of an issue paying,PAYMENT,payment_issue
BILC,"i need information, what do i have to do to speak with customer service?",CONTACT,contact_customer_service
BLQC,"I changed my mind, help me delete my profile",ACCOUNT,delete_account
BILCZ,"the game was cancelled , how can I request a reimbursement?",REFUNDS,get_refund
BILQC,"i wanna view your refund policy, can u help me?",REFUNDS,check_refund_policy
BML,information about the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
BQD,ask an agent what the cancellation fee is,CANCELLATION_FEE,check_cancellation_fee
BIC,"I have an issue when trying to pay, can I report it?",PAYMENT,payment_issue
BIPLEWCZ,"I sould like to make a fucking opinion, what do I have to do?",FEEDBACK,review
BILQC,"the game was cancelled, what do I have to do to get a reimbursement?",REFUNDS,get_refund
BL,help me write a review for a service,FEEDBACK,review
BLC,"I haven't got an account, help me open one",ACCOUNT,create_account
BLQCZ,i ordered something and I wana change my purchase,ORDER,change_order
BLQC,"I have an issue paying, help me notify it",PAYMENT,payment_issue
BILC,"I want information, can I speak with Customer Support?",CONTACT,contact_customer_service
BL,where to view the status of my refund,REFUNDS,track_refund
BI,can you tell me what the email address to contact Customer Service is?,CONTACT,contact_customer_service
BPLD,"please, ask an agent how to remove my online account",ACCOUNT,delete_account
BLQC,"I bought an item, help me change my purchase",ORDER,change_order
BILC,"I'm not happy with the service, can I lodge a consumer complaint?",FEEDBACK,complaint
BMLZ,I want to know ho to track  my deliveries,ORDER,track_order
BLQC,I changed my mind and I want to cancel my profile,ACCOUNT,delete_account
BMSL,I want to know something about seeing some bills,INVOICES,get_invoice
BM,I want to know how I can know where my orders are,ORDER,track_order
BPSLQC,"i dont understand you, i need help talking to someone, please",CONTACT,contact_human_agent
B,I don't want my account,ACCOUNT,delete_account
BIC,"you're not helping, how can I contact a human agent?",CONTACT,contact_human_agent
BILC,"I can't remember my password, what can I do to reset it?",ACCOUNT,recover_password
BILC,"I changed my mind, can you close my user account?",ACCOUNT,delete_account
BLQZ,I want to notify a pamyent issue,PAYMENT,payment_issue
BLQ,I want to receive the newsletter,NEWSLETTER,newsletter_subscription
BILC,"I lost my account password, what do I have to do?",ACCOUNT,recover_password
BILQC,"I get an error message when I try to pay for my order, what do I have to do?",PAYMENT,payment_issue
BILQCZ,"I have a question, what should I do to contact Client Service ?",CONTACT,contact_customer_service
BIPLQD,"please, can u ask an agent if i can switch to another online account?",ACCOUNT,switch_account
BLQC,I want information and I want to talk to Customer Service,CONTACT,contact_customer_service
BIQ,where can I check the delivery options?,DELIVERY,delivery_options
BIMLQ,can you tell me if I can register more than one account with a single email address?,ACCOUNT,create_account
BPMSLQ,"please, i wanna know something about requesting some invoices",INVOICES,get_invoice
BIPMLWC,"I'd like to check my fucking shipments, could you tell me how to do it?",ORDER,track_order
BILQ,where do I inform of an issue with my payment?,PAYMENT,payment_issue
BML,i want to know if i can create more than one profile with the same email address,ACCOUNT,create_account
BIL,can you show me the mail of Customer Service?,CONTACT,contact_customer_service
BLC,i have an issue paying with card and i want to inform of it,PAYMENT,payment_issue
BIMLQD,can u ask an agent if my shipments are on their way?,ORDER,track_order
BL,i want to make a complaint,FEEDBACK,complaint
BLC,"you aren't helping, speak with someone",CONTACT,contact_human_agent
BMLQZ,"I want to get some bills, can you give me some information  ?",INVOICES,get_invoice
BIMLDW,can you ask an agent to solve fucking problems making a payment?,PAYMENT,payment_issue
BILCZ,"I got an error message when I tried to pay , but my card was charged anyway, can you help me?",PAYMENT,payment_issue
BIPMLDZ,could you ask an agent iff I can solve payment problems?,PAYMENT,payment_issue
BIML,can I register more than one profile with a single email address?,ACCOUNT,create_account
BILQCZ,"my profile's beenm hacked, jow can i recover it?",ACCOUNT,recover_password
BLQ,I want to know if I can make a payment with card,PAYMENT,check_payment_methods
BILC,"I have an issue when trying to pay for my order, how can I notify it?",PAYMENT,payment_issue
BILC,"I don't understand you, can I speak with a person?",CONTACT,contact_human_agent
BILC,"you're not helping, what do I have to do to talk to a human?",CONTACT,contact_human_agent
BL,tell me what the mail address of the Customer Service is,CONTACT,contact_customer_service
BMLQ,I want to know if I can see some bills,INVOICES,get_invoice
BIPLQD,"please, could u ask an agent where i could view their money back policy?",REFUNDS,check_refund_policy
